MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
7298311000006115	3277	^ESCTVI729831		Viral sinusitis	444814009	2872998019		32
7302821000006112	9	^ESCTBR730282		Bronchiolitis due to Human metapneumovirus	445102008	2872685013		32
7333131000006118	2	^ESCTTU733313		Tuberculous pleural effusion	446986002	2882964015		31
7532271000006118	562	^ESCTAC753227		Acute bacterial otitis externa	700220003	2989690018		31
7576111000006118	192	^ESCTBA757611		Bacterial tonsillitis	703468005	3008601010		31
7576121000006114	2	^ESCTBA757612		Bacterial otitis media	703469002	3008656010		31
7576131000006112	8	^ESCTBA757613		Bacterial sinusitis	703470001	3008565010		31
7654141000006119	192	^ESCTSU765414		Supraglottitis	709663002	3040883011		32
7699541000006118	7	^ESCTPN769954		Pneumonia caused by Human coronavirus	713084008	3297717014		31
7715861000006113	1	^ESCTAC771586		Acute bronchitis co-occurrent with bronchiectasis	714203003	3298390012		31
7739191000006115	20	^ESCTSE773919		Severe acute respiratory syndrome of upper respiratory tract	715882005	3304034017		31
7758221000006119	336	^ESCTPF775822		PFAPA syndrome	717231003	3308755016		32
7787831000006111	1	^ESCTIN778783		Infection of upper respiratory tract caused by Candida co-occurrent with human immunodeficiency virus infection	719522009	3316678015		31
7788631000006111	22	^ESCTIN778863		Influenza caused by seasonal influenza virus	719590007	3317067016		31
7819881000006115	1	^ESCTHE781988		Herpes simplex pharyngotonsillitis	721586007	3325521012		31
7954881000006115	19	^ESCTCH795488		Chronic pulmonary aspergillosis	733171006	3498921011		31
7958721000006119	5	^ESCTCH795872		Chronic suppuration of bronchus	733497009	3499561012		31
7970101000006113	4	^ESCTAT797010		Atypical mycobacterial infection of lung	1731000119106	2916831013		31
7987351000006118	19	^ESCTAC798735		Acute bilateral otitis media with effusion	7271000119107	3010167019		31
8002221000006116	1	^ESCTPN800222		Pneumonia due to influenza	16311000119108	3043451012		31
8010721000006114	65	^ESCTRE801072		Recurrent croup	22951000119104	3491793016		31
8010731000006112	1	^ESCTSP801073		Spasmodic croup	22951000119104	3043934010		31
8016801000006110	20	^ESCTSI801680		Sinusitis co-occurrent with nasal polyps	41931000119102	3038295016		31
8025131000006113	2	^ESCTAC802513		Acute persistent otitis media	84261000119106	3008696012		31
8032501000006116	5	^ESCTFU803250		Fungal sinusitis	104041000119108	3015356010		31
8033221000006118	4	^ESCTCH803322		Chronic obstructive lung disease co-occurrent with acute bronchitis	106001000119101	3039202017		32
8041811000006113	1	^ESCTCH804181		Chronic pharyngolaryngitis	133171000119105	3038346019		31
8090191000006114	67	^ESCTAC809019		Acute exacerbation of chronic obstructive bronchitis	293241000119100	3038264011		32
9309261000006116	1	^ESCTBR930926		Bronchopneumonia due to Klebsiella pneumoniae	10625311000119109	3043099017		31
9309521000006113	1	^ESCTBR930952		Bronchopneumonia due to virus	10625751000119106	3039230017		31
9310111000006116	2	^ESCTBR931011		Bronchiolitis caused by influenza virus	10629191000119100	3043990016		31
12027231000006115	1	^ESCT1202723		Chronic serous otitis media of left ear	765152004	3657217012		31
12027241000006113	1	^ESCT1202724		Chronic serous otitis media of right ear	765153009	3657219010		31
12165521000006110	7	^ESCT1216552		Inflammation of ear canal	3135009	3645782018		32
12990561000006113	1	^ESCT1299056		Otitis media caused by 2019-nCoV (novel coronavirus)	1240521000000100	12990561000006113		32
12990621000006115	40	^ESCT1299062		Upper respiratory tract infection caused by 2019-nCoV (novel coronavirus)	1240541000000107	2807971000000112		32
12990651000006112	106	^ESCT1299065		Pneumonia caused by 2019-nCoV (novel coronavirus)	1240551000000105	2807991000000111		32
13012241000006114	3	^ESCT1301224		Otitis media caused by SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2)	1240521000000100	2827611000000119		32
13012261000006113	537	^ESCT1301226		Upper respiratory tract infection caused by SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2)	1240541000000107	2827671000000112		32
13012271000006118	251	^ESCT1301227		Pneumonia caused by SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2)	1240551000000105	2827631000000110		32
13483771000006114	1	^ESCT1348377		Otitis media due to disease caused by SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2)	1240521000000100	2838421000000110		32
13483791000006110	2	^ESCT1348379		Otitis media due to COVID-19	1240521000000100	3970722011		32
13483871000006117	2	^ESCT1348387		Infection of upper respiratory tract caused by 2019 novel coronavirus	1240541000000107	3970607014		32
13483881000006119	17	^ESCT1348388		Infection of upper respiratory tract caused by Severe acute respiratory syndrome coronavirus 2	1240541000000107	3970708011		32
13651601000006119	141	^ESCT1365160		Bronchitis co-occurrent with acute wheeze	785744001	3768225014		32
13651611000006116	1209	^ESCT1365161		Acute bronchitis co-occurrent with wheeze	785745000	3768226010		32
13767811000006114	8	^ESCT1376781		Influenza due to Influenza B virus	24662006	3747904014		31
14130751000006115	6	^ESCT1413075		Pharyngotonsillitis	878818001	3990772017		31
14130761000006118	62	^ESCT1413076		Rhinoconjunctivitis	878820003	3990779014		31
14149851000006115	189	^ESCT1414985		Rhinosinusitis	897656009	4034616011		31
14500921000006114	1	^ESCT1450092		Pneumonia due to measles	195900001	4576816012		32
14844001000006117	6320	^ESCT1484400		Non-suppurative otitis media with eustachian tube disorder	194237006	4694430019		32
14844021000006110	1503	^ESCT1484402		Acute non-suppurative serous otitis media	194240006	4694436013		32
14844071000006111	1	^ESCT1484407		Acute laryngitis caused by Haemophilus influenzae	195684009	4697259010		32
14844081000006114	21	^ESCT1484408		Acute bronchitis caused by Haemophilus influenzae	195721005	4697257012		32
